Len = 108	V0----------------------------------------------------------------------------------------------------
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, 2], [4, 0, -2], [0, 5, 1], [5, 0, -1]]), ('Tree Num', '0'), ('TopologyCNT', '36'), ('Vin', 'VIII_0'), ('Vout', 'VII_1')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [1, 3, -2], [3, 1, 2]]), ('Tree Num', '11'), ('TopologyCNT', '913'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '19'), ('TopologyCNT', '1561'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [1, 4, -1], [4, 1, 1]]), ('Tree Num', '28'), ('TopologyCNT', '2277'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '32'), ('TopologyCNT', '2605'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, -2], [3, 1, 2], [1, 4, -1], [4, 1, 1]]), ('Tree Num', '35'), ('TopologyCNT', '2839'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, -2], [3, 1, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '39'), ('TopologyCNT', '3167'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, -1], [4, 1, 1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '42'), ('TopologyCNT', '3403'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [2, 3, -2], [3, 2, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '44'), ('TopologyCNT', '3583'), ('Vin', 'VIII_1'), ('Vout', 'VII_2')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [0, 5, 2], [5, 0, -2]]), ('Tree Num', '8'), ('TopologyCNT', '648'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [1, 4, -2], [4, 1, 2]]), ('Tree Num', '16'), ('TopologyCNT', '1289'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '20'), ('TopologyCNT', '1617'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [1, 3, -1], [3, 1, 1]]), ('Tree Num', '50'), ('TopologyCNT', '4037'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '56'), ('TopologyCNT', '4525'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, -1], [3, 1, 1], [1, 4, -2], [4, 1, 2]]), ('Tree Num', '59'), ('TopologyCNT', '4755'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, -1], [3, 1, 1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '63'), ('TopologyCNT', '5083'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, -2], [4, 1, 2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '66'), ('TopologyCNT', '5327'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 5, 0], [5, 1, 0], [2, 5, 0], [5, 2, 0], [2, 3, -1], [3, 2, 1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '68'), ('TopologyCNT', '5499'), ('Vin', 'VIII_1'), ('Vout', 'VII_3')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [0, 5, 1], [5, 0, -1]]), ('Tree Num', '0'), ('TopologyCNT', '12'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [1, 5, -1], [5, 1, 1]]), ('Tree Num', '9'), ('TopologyCNT', '741'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '12'), ('TopologyCNT', '989'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, 1], [5, 0, -1], [1, 4, -2], [4, 1, 2]]), ('Tree Num', '45'), ('TopologyCNT', '3641'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, 1], [5, 0, -1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '51'), ('TopologyCNT', '4129'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -2], [4, 1, 2], [1, 5, -1], [5, 1, 1]]), ('Tree Num', '57'), ('TopologyCNT', '4623'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -2], [4, 1, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '60'), ('TopologyCNT', '4871'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 5, -1], [5, 1, 1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '62'), ('TopologyCNT', '5027'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [2, 4, -2], [4, 2, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '64'), ('TopologyCNT', '5199'), ('Vin', 'VIII_1'), ('Vout', 'VII_4')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [0, 4, 1], [4, 0, -1]]), ('Tree Num', '0'), ('TopologyCNT', '4'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [1, 4, -1], [4, 1, 1]]), ('Tree Num', '21'), ('TopologyCNT', '1701'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '24'), ('TopologyCNT', '1949'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, 1], [4, 0, -1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '48'), ('TopologyCNT', '3857'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, 1], [4, 0, -1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '52'), ('TopologyCNT', '4185'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -1], [4, 1, 1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '69'), ('TopologyCNT', '5579'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, -1], [4, 1, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '72'), ('TopologyCNT', '5827'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [1, 5, -2], [5, 1, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '74'), ('TopologyCNT', '5991'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [2, 4, -1], [4, 2, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '76'), ('TopologyCNT', '6155'), ('Vin', 'VIII_1'), ('Vout', 'VII_5')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, 1], [3, 0, -1], [0, 4, 2], [4, 0, -2]]), ('Tree Num', '4'), ('TopologyCNT', '320'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, 1], [3, 0, -1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '27'), ('TopologyCNT', '2177'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, 1], [3, 0, -1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '30'), ('TopologyCNT', '2425'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [1, 3, -1], [3, 1, 1]]), ('Tree Num', '46'), ('TopologyCNT', '3693'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '53'), ('TopologyCNT', '4261'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, -1], [3, 1, 1], [1, 5, -2], [5, 1, 2]]), ('Tree Num', '70'), ('TopologyCNT', '5643'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, -1], [3, 1, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '73'), ('TopologyCNT', '5891'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [1, 5, -2], [5, 1, 2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '77'), ('TopologyCNT', '6223'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])
V1:   OrderedDict([('V_AB', 2), ('V_BC', 0), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 4, 0], [4, 2, 0], [2, 3, -1], [3, 2, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '79'), ('TopologyCNT', '6387'), ('Vin', 'VIII_1'), ('Vout', 'VII_6')])


Len = 54	V2----------------------------------------------------------------------------------------------------
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [0, 5, 1], [5, 0, -1]]), ('Tree Num', '1'), ('TopologyCNT', '116'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [1, 5, 1], [5, 1, -1]]), ('Tree Num', '10'), ('TopologyCNT', '844'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '13'), ('TopologyCNT', '1093'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, 1], [5, 0, -1], [1, 4, 2], [4, 1, -2]]), ('Tree Num', '22'), ('TopologyCNT', '1800'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, 1], [5, 0, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '24'), ('TopologyCNT', '1961'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [1, 4, 2], [4, 1, -2], [1, 5, 1], [5, 1, -1]]), ('Tree Num', '34'), ('TopologyCNT', '2780'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [1, 4, 2], [4, 1, -2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '37'), ('TopologyCNT', '3029'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [1, 5, 1], [5, 1, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '38'), ('TopologyCNT', '3097'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [2, 3, -2], [3, 2, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '40'), ('TopologyCNT', '3271'), ('Vin', 'VIII_2'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [0, 5, 2], [5, 0, -2]]), ('Tree Num', '2'), ('TopologyCNT', '192'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [1, 5, 2], [5, 1, -2]]), ('Tree Num', '11'), ('TopologyCNT', '920'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, 1], [4, 0, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '12'), ('TopologyCNT', '1001'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [1, 4, 1], [4, 1, -1]]), ('Tree Num', '23'), ('TopologyCNT', '1884'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '25'), ('TopologyCNT', '2045'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, 1], [4, 1, -1], [1, 5, 2], [5, 1, -2]]), ('Tree Num', '35'), ('TopologyCNT', '2856'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
